Iteration_Identifier,time,HSFA1,HSPR,C_HSFA1_HSPR,MMP,FMP,C_HSPR_MMP,HSFA2,HSFB
Iteration 0,189.37703037713632,0,42,94,1,836,42,3,3
Iteration 0,189.41236026509654,0,41,94,0,836,43,3,3
Iteration 0,189.43104043789165,0,41,94,1,835,43,3,3
Iteration 0,189.4346063820601,0,41,94,1,834,43,3,3
Iteration 0,189.43513755358205,0,41,94,2,833,43,3,3
Iteration 0,189.47785795310696,0,41,93,2,833,43,3,3
Iteration 0,189.4830610399951,0,40,93,1,833,44,3,3
Iteration 0,189.49760010181006,0,39,93,0,833,45,3,3
Iteration 0,189.51535832920325,0,39,93,1,832,45,3,3
Iteration 0,189.52420931544566,0,39,93,2,831,45,3,3
Iteration 0,189.54047846982334,0,39,93,2,832,45,3,3
Iteration 0,189.57323460139338,0,40,93,2,833,44,3,3
Iteration 0,189.5904725209896,1,40,93,2,833,44,3,3
Iteration 0,189.59098639358697,0,39,94,2,833,44,3,3
Iteration 0,189.6194309849472,0,38,94,1,833,45,3,3
Iteration 0,189.62074506338303,1,38,94,1,833,45,3,3
Iteration 0,189.62202117515804,0,37,95,1,833,45,3,3
Iteration 0,189.6288410175354,0,36,95,0,833,46,3,3
Iteration 0,189.68926263635726,0,36,95,1,832,46,3,3
Iteration 0,189.73890212689065,0,36,95,1,833,46,3,3
Iteration 0,189.74503619968314,0,36,94,1,833,46,3,3
Iteration 0,189.74863094673972,0,36,94,1,832,46,3,3
Iteration 0,189.75595582282153,0,37,94,1,832,46,3,3
Iteration 0,189.75788085227683,0,38,94,1,832,46,3,3
Iteration 0,189.7599682105339,0,38,94,1,831,46,3,3
Iteration 0,189.7766054234865,0,38,94,2,830,46,3,3
Iteration 0,189.79077851324644,0,39,94,2,831,45,3,3
Iteration 0,189.79195498843174,0,39,94,2,830,45,3,3
Iteration 0,189.80852342979128,0,38,94,1,830,46,3,3
Iteration 0,189.81925344127512,0,37,94,0,830,47,3,3
Iteration 0,189.8979330430704,1,38,93,0,830,47,3,3
Iteration 0,189.89954876783608,0,37,94,0,830,47,3,3
Iteration 0,189.9372747081368,0,37,94,1,829,47,3,3
Iteration 0,189.95164456507712,0,38,94,1,830,46,3,3
Iteration 0,189.9518527362304,0,38,94,1,831,46,3,3
Iteration 0,189.98707695444244,0,39,94,1,832,45,3,3
Iteration 0,190.05093537641238,0,38,94,0,832,46,3,3
Iteration 0,190.06860018179455,0,38,94,0,831,46,3,3
Iteration 0,190.07517336380923,0,38,94,0,830,46,3,3
Iteration 0,190.07836126899628,0,39,94,0,831,45,3,3
Iteration 0,190.0808102325269,0,39,94,0,830,45,3,3
Iteration 0,190.09624205997363,0,39,94,0,831,45,3,3
Iteration 0,190.15347887348258,0,39,94,1,830,45,3,3
Iteration 0,190.15721999232906,0,39,94,2,829,45,3,3
Iteration 0,190.160213007591,0,38,94,1,829,46,3,3
Iteration 0,190.17295488313718,1,39,93,1,829,46,3,3
Iteration 0,190.18299220408952,1,38,93,0,829,47,3,3
Iteration 0,190.18332295479334,0,37,94,0,829,47,3,3
Iteration 0,190.1871133475286,0,37,94,0,828,47,3,3
Iteration 0,190.22084006788717,0,38,94,0,829,46,3,3
Iteration 0,190.23679298894808,0,38,94,0,830,46,3,3
Iteration 0,190.24183937001655,0,38,94,0,829,46,3,3
Iteration 0,190.2571469688779,0,39,94,0,830,45,3,3
Iteration 0,190.2862847337498,0,39,94,1,829,45,3,3
Iteration 0,190.2869122520416,0,38,94,0,829,46,3,3
Iteration 0,190.30288071007138,1,39,93,0,829,46,3,3
Iteration 0,190.30399446905088,0,38,94,0,829,46,3,3
Iteration 0,190.30616232715516,1,38,94,0,829,46,3,3
Iteration 0,190.30684070956852,1,39,94,0,830,45,3,3
Iteration 0,190.3080816275743,0,38,95,0,830,45,3,3
Iteration 0,190.30933773285406,0,38,95,0,829,45,3,3
Iteration 0,190.34724663959585,0,38,95,0,828,45,3,3
Iteration 0,190.3564625106852,0,38,95,0,829,45,3,3
Iteration 0,190.36486530634156,0,38,95,0,828,45,3,3
Iteration 0,190.38367632887085,0,38,95,0,829,45,3,3
Iteration 0,190.38729982518458,0,38,95,0,828,45,3,3
Iteration 0,190.42408296972573,0,38,95,0,827,45,3,3
Iteration 0,190.42996254443898,1,39,94,0,827,45,3,3
Iteration 0,190.43234019563405,0,38,95,0,827,45,3,3
Iteration 0,190.46487746073925,0,38,95,0,828,45,3,3
Iteration 0,190.46797816661143,0,38,95,0,829,45,3,3
Iteration 0,190.4725925344579,0,38,95,1,828,45,3,3
Iteration 0,190.4763656700337,0,37,95,0,828,46,3,3
Iteration 0,190.47972749460928,0,37,95,0,829,46,3,3
Iteration 0,190.50709190140546,0,37,95,0,828,46,3,3
Iteration 0,190.51799270957994,1,38,94,0,828,46,3,3
Iteration 0,190.52042740543953,0,37,95,0,828,46,3,3
Iteration 0,190.53289756327268,0,37,95,1,827,46,3,3
Iteration 0,190.54707257466268,0,37,94,1,827,46,3,3
Iteration 0,190.56863858002643,0,37,94,1,828,46,3,3
Iteration 0,190.60132925186073,1,38,93,1,828,46,3,3
Iteration 0,190.60189477556798,0,37,94,1,828,46,3,3
Iteration 0,190.609590535034,0,37,94,2,827,46,3,3
Iteration 0,190.60964125483665,0,36,94,1,827,47,3,3
Iteration 0,190.66096831734242,0,35,94,0,827,48,3,3
Iteration 0,190.69978977756085,0,35,94,1,826,48,3,3
Iteration 0,190.70494159221008,0,35,94,2,825,48,3,3
Iteration 0,190.71135602154678,0,34,94,1,825,49,3,3
Iteration 0,190.73330954594343,0,33,94,0,825,50,3,3
Iteration 0,190.74014243498178,0,33,94,1,824,50,3,3
Iteration 0,190.76126423048592,1,34,93,1,824,50,3,3
Iteration 0,190.7636908742079,1,34,93,1,823,50,3,3
Iteration 0,190.76382720718735,0,33,94,1,823,50,3,3
Iteration 0,190.7683140890436,0,33,94,1,824,50,3,3
Iteration 0,190.79137575596243,0,34,94,1,825,49,3,3
Iteration 0,190.79725139861765,0,33,94,0,825,50,3,3
Iteration 0,190.80913172253534,1,34,93,0,825,50,3,3
Iteration 0,190.80995303486168,2,35,92,0,825,50,3,3
Iteration 0,190.8104755414148,1,34,93,0,825,50,3,3
Iteration 0,190.81528086651787,1,34,93,0,825,50,4,3
Iteration 0,190.81856207390598,0,33,94,0,825,50,4,3
Iteration 0,190.84557179179873,0,33,94,0,826,50,4,3
Iteration 0,190.8485300331118,0,33,94,0,827,50,4,3
Iteration 0,190.86590468322737,0,33,94,1,826,50,4,3
Iteration 0,190.8748784840931,0,33,94,2,825,50,4,3
Iteration 0,190.9004217623908,0,32,94,1,825,51,4,3
Iteration 0,190.923972788906,1,33,93,1,825,51,4,3
Iteration 0,190.9309951467214,0,32,94,1,825,51,4,3
Iteration 0,190.95025865193844,0,33,94,1,826,50,4,3
Iteration 0,190.96155666110823,0,33,94,2,825,50,4,3
Iteration 0,190.96267800945708,0,34,94,2,826,49,4,3
Iteration 0,190.98526318834286,0,34,94,3,825,49,4,3
Iteration 0,190.99385358736427,0,34,94,3,826,49,4,3
Iteration 0,191.00710435316435,0,33,94,2,826,50,4,3
Iteration 0,191.01456355177402,0,33,94,2,825,50,4,3
Iteration 0,191.03594849348355,0,33,94,2,826,50,4,3
Iteration 0,191.04490621965346,0,34,94,2,827,49,4,3
Iteration 0,191.05574192142006,0,35,94,2,828,48,4,3
Iteration 0,191.08136709650893,1,36,93,2,828,48,4,3
Iteration 0,191.0815798856935,0,35,94,2,828,48,4,3
Iteration 0,191.09516980821633,0,35,94,2,829,48,4,3
Iteration 0,191.09763141290716,0,34,94,1,829,49,4,3
Iteration 0,191.10058743005672,0,34,94,2,828,49,4,3
Iteration 0,191.13593625060162,0,35,94,2,829,48,4,3
Iteration 0,191.137978373812,0,35,94,1,829,48,4,3
Iteration 0,191.1605559648479,1,36,93,1,829,48,4,3
Iteration 0,191.16410589940318,0,35,94,1,829,48,4,3
Iteration 0,191.16665134338393,0,35,94,1,830,48,4,3
Iteration 0,191.17215646611473,0,35,94,1,831,48,4,3
Iteration 0,191.18342269266248,0,35,94,2,830,48,4,3
Iteration 0,191.22243446837876,0,36,94,2,831,47,4,3
Iteration 0,191.2226673666351,1,37,93,2,831,47,4,3
Iteration 0,191.2255440613335,0,36,94,2,831,47,4,3
Iteration 0,191.2510580184711,1,36,94,2,831,47,4,3
Iteration 0,191.25208656785813,1,36,93,2,831,47,4,3
Iteration 0,191.25851870369547,0,35,94,2,831,47,4,3
Iteration 0,191.2729629608826,0,35,94,2,832,47,4,3
Iteration 0,191.28633094912965,0,34,94,1,832,48,4,3
Iteration 0,191.3019811039973,0,34,94,2,831,48,4,3
Iteration 0,191.30893512023167,0,33,94,1,831,49,4,3
Iteration 0,191.31232028961813,1,33,94,1,831,49,4,3
Iteration 0,191.3126386398162,0,32,95,1,831,49,4,3
Iteration 0,191.32421238612454,0,31,95,0,831,50,4,3
Iteration 0,191.36213965194662,0,31,95,0,832,50,4,3
Iteration 0,191.36392961386835,1,32,94,0,832,50,4,3
Iteration 0,191.3652396921169,1,33,94,0,832,50,4,3
Iteration 0,191.36689026418006,1,34,94,0,832,50,4,3
Iteration 0,191.3675016168429,0,33,95,0,832,50,4,3
Iteration 0,191.36847899315597,0,33,95,0,833,50,4,3
Iteration 0,191.40715756017036,0,33,95,0,832,50,4,3
Iteration 0,191.41846627118628,0,33,95,0,833,50,4,3
Iteration 0,191.42096450880166,1,34,94,0,833,50,4,3
Iteration 0,191.42302481951853,0,33,95,0,833,50,4,3
Iteration 0,191.43388872036294,1,34,94,0,833,50,4,3
Iteration 0,191.4468594881084,2,34,94,0,833,50,4,3
Iteration 0,191.44711142988763,1,33,95,0,833,50,4,3
Iteration 0,191.45050728882543,1,33,95,1,832,50,4,3
Iteration 0,191.45083587025385,0,32,96,1,832,50,4,3
Iteration 0,191.4608162851154,0,32,96,1,833,50,4,3
Iteration 0,191.4832444238537,0,32,96,1,834,50,4,3
Iteration 0,191.5118034247338,0,32,96,2,833,50,4,3
Iteration 0,191.524783710035,0,33,96,2,834,49,4,3
Iteration 0,191.53060272701347,0,32,96,1,834,50,4,3
Iteration 0,191.62983394664653,0,33,96,1,835,49,4,3
Iteration 0,191.66123543633273,0,34,96,1,836,48,4,3
Iteration 0,191.6782514386226,0,34,96,1,835,48,4,3
Iteration 0,191.6810216516802,0,33,96,0,835,49,4,3
Iteration 0,191.682592772634,0,33,96,0,834,49,4,3
Iteration 0,191.72091328943753,0,34,96,0,835,48,4,3
Iteration 0,191.72448681254997,1,35,95,0,835,48,4,3
Iteration 0,191.7253462839003,0,34,96,0,835,48,4,3
Iteration 0,191.72581084355667,0,34,96,0,836,48,4,3
Iteration 0,191.76772819354363,0,34,96,0,837,48,4,3
Iteration 0,191.81075955802217,0,34,96,0,836,48,4,3
Iteration 0,191.84995453775784,1,35,95,0,836,48,4,3
Iteration 0,191.85267880983068,0,34,96,0,836,48,4,3
Iteration 0,191.85646345663466,0,35,96,0,836,48,4,3
Iteration 0,191.88133889755403,0,35,96,0,837,48,4,3
Iteration 0,191.88625247176313,0,36,96,0,838,47,4,3
Iteration 0,191.94355667259956,0,37,96,0,839,46,4,3
Iteration 0,191.95124219333243,1,38,95,0,839,46,4,3
Iteration 0,191.9528499199574,0,37,96,0,839,46,4,3
Iteration 0,191.9798493018035,1,37,96,0,839,46,4,3
Iteration 0,191.98374905582594,0,36,97,0,839,46,4,3
Iteration 0,191.98385664835016,0,37,97,0,840,45,4,3
Iteration 0,192.0023265655241,1,38,96,0,840,45,4,3
Iteration 0,192.00285883244246,0,37,97,0,840,45,4,3
Iteration 0,192.01123137185687,1,38,96,0,840,45,4,3
Iteration 0,192.01319263250028,0,37,97,0,840,45,4,3
Iteration 0,192.03050667751145,0,37,97,0,841,45,4,3
Iteration 0,192.0339481638177,0,38,97,0,842,44,4,3
Iteration 0,192.0416349147207,0,38,97,0,841,44,4,3
Iteration 0,192.10604964387704,0,38,97,1,840,44,4,3
Iteration 0,192.13968440756096,0,38,97,2,839,44,4,3
Iteration 0,192.14582954551534,1,39,96,2,839,44,4,3
Iteration 0,192.1481026961601,0,38,97,2,839,44,4,3
Iteration 0,192.1517598784029,0,38,97,2,838,44,4,3
Iteration 0,192.16537597291952,0,39,97,2,839,43,4,3
Iteration 0,192.165645901799,0,39,97,2,840,43,4,3
Iteration 0,192.19824525266333,0,38,97,1,840,44,4,3
Iteration 0,192.2052646952334,0,37,97,0,840,45,4,3
Iteration 0,192.21947318628924,0,37,97,0,841,45,4,3
Iteration 0,192.22218694215434,0,37,97,1,840,45,4,3
Iteration 0,192.22819938925642,0,36,97,0,840,46,4,3
Iteration 0,192.2394057508934,1,37,96,0,840,46,4,3
Iteration 0,192.24059626540344,0,36,97,0,840,46,4,3
Iteration 0,192.2764522139015,0,36,97,0,839,46,4,3
Iteration 0,192.2764597346656,1,37,96,0,839,46,4,3
Iteration 0,192.27722592287066,1,37,96,0,839,46,5,3
Iteration 0,192.27776218597884,0,36,97,0,839,46,5,3
Iteration 0,192.2850835187924,0,36,97,1,838,46,5,3
Iteration 0,192.29120375677576,0,35,97,0,838,47,5,3
Iteration 0,192.3115209786499,1,36,96,0,838,47,5,3
Iteration 0,192.3128452450321,0,35,97,0,838,47,5,3
Iteration 0,192.3200736517605,0,36,97,0,839,46,5,3
Iteration 0,192.3338713912929,0,36,97,1,838,46,5,3
Iteration 0,192.33480823166911,1,37,96,1,838,46,5,3
Iteration 0,192.33506211699878,0,36,97,1,838,46,5,3
Iteration 0,192.34357303741834,0,36,97,1,837,46,5,3
Iteration 0,192.35066756845495,0,35,97,0,837,47,5,3
Iteration 0,192.40577166263293,0,36,97,0,838,46,5,3
Iteration 0,192.4645335921579,0,36,97,0,839,46,5,3
Iteration 0,192.49755771326227,1,37,96,0,839,46,5,3
Iteration 0,192.49832918450548,0,36,97,0,839,46,5,3
Iteration 0,192.51928754278887,1,37,96,0,839,46,5,3
Iteration 0,192.5209966937304,0,36,97,0,839,46,5,3
Iteration 0,192.55213600803177,0,36,97,0,840,46,5,3
Iteration 0,192.56748574753954,0,37,97,0,840,46,5,3
Iteration 0,192.57604125303715,1,38,96,0,840,46,5,3
Iteration 0,192.57666881746033,0,37,97,0,840,46,5,3
Iteration 0,192.58781895543203,0,37,97,1,839,46,5,3
Iteration 0,192.59552337688854,1,38,96,1,839,46,5,3
Iteration 0,192.59796720234786,0,37,97,1,839,46,5,3
Iteration 0,192.63069289445866,0,36,97,0,839,47,5,3
Iteration 0,192.63859024532033,0,36,97,0,838,47,5,3
Iteration 0,192.63910334174278,0,37,97,0,839,46,5,3
Iteration 0,192.64509185298803,0,37,97,1,838,46,5,3
Iteration 0,192.64991618278938,0,36,97,0,838,47,5,3
Iteration 0,192.7005758473484,0,36,97,0,839,47,5,3
Iteration 0,192.70322528576324,0,36,97,0,839,46,5,3
Iteration 0,192.70531045375878,0,36,97,0,840,46,5,3
Iteration 0,192.71447753245877,1,37,96,0,840,46,5,3
Iteration 0,192.72002181994407,0,36,97,0,840,46,5,3
Iteration 0,192.74980797922746,0,36,97,0,841,46,5,3
Iteration 0,192.8123353415181,1,36,97,0,841,46,5,3
Iteration 0,192.8142360654777,2,37,96,0,841,46,5,3
Iteration 0,192.8143188225365,1,36,97,0,841,46,5,3
Iteration 0,192.8157406856202,0,35,98,0,841,46,5,3
Iteration 0,192.84612538064167,0,35,98,0,842,46,5,3
Iteration 0,192.87346073458122,0,36,98,0,843,45,5,3
Iteration 0,192.895660770358,0,36,98,0,842,45,5,3
Iteration 0,192.89837348612963,0,37,98,1,842,44,5,3
Iteration 0,192.90547628777122,0,38,98,1,843,43,5,3
Iteration 0,192.91801269876572,0,38,98,1,842,43,5,3
Iteration 0,192.92528093019024,0,38,98,2,841,43,5,3
Iteration 0,192.940508938816,0,39,98,2,842,42,5,3
Iteration 0,192.9844142414115,0,39,98,2,843,42,5,3
Iteration 0,192.99665034434963,1,39,98,2,843,42,5,3
Iteration 0,192.99689683567456,0,38,99,2,843,42,5,3
Iteration 0,193.01103024280403,0,37,99,1,843,43,5,3
Iteration 0,193.0164309647003,0,38,99,1,844,42,5,3
Iteration 0,193.01889847055753,0,37,99,0,844,43,5,3
Iteration 0,193.04148964397996,0,37,99,0,845,43,5,3
Iteration 0,193.085461860375,0,38,99,0,845,43,5,3
Iteration 0,193.08939945720195,0,38,99,0,846,43,5,3
Iteration 0,193.10410887455362,0,38,99,1,845,43,5,3
Iteration 0,193.12839713751308,1,38,99,1,845,43,5,3
Iteration 0,193.12923490191778,0,37,100,1,845,43,5,3
Iteration 0,193.13725085099156,0,36,100,0,845,44,5,3
Iteration 0,193.14332525078424,0,37,100,0,846,43,5,3
Iteration 0,193.1459262337351,0,37,100,1,845,43,5,3
Iteration 0,193.1482058379029,0,38,100,1,845,43,5,3
Iteration 0,193.1672104319267,0,37,100,0,845,44,5,3
Iteration 0,193.175261132067,0,37,100,0,846,44,5,3
Iteration 0,193.19692821197432,0,37,100,1,845,44,5,3
Iteration 0,193.21666297924529,0,36,100,0,845,45,5,3
Iteration 0,193.23075469410645,0,37,100,0,846,44,5,3
Iteration 0,193.26262326462066,0,37,100,0,845,44,5,3
Iteration 0,193.26332687597855,1,38,99,0,845,44,5,3
Iteration 0,193.2637599229571,1,38,99,1,844,44,5,3
Iteration 0,193.264474536109,0,37,100,1,844,44,5,3
Iteration 0,193.27689647077693,1,38,99,1,844,44,5,3
Iteration 0,193.2781535884578,0,37,100,1,844,44,5,3
Iteration 0,193.28574804908476,0,37,100,1,845,44,5,3
Iteration 0,193.29937473093878,0,37,100,2,844,44,5,3
Iteration 0,193.30229184174922,0,36,100,1,844,45,5,3
Iteration 0,193.30488981134297,1,37,99,1,844,45,5,3
Iteration 0,193.30792879780645,0,36,100,1,844,45,5,3
Iteration 0,193.32540047426716,0,35,100,0,844,46,5,3
Iteration 0,193.32766681280765,1,36,99,0,844,46,5,3
Iteration 0,193.32966653832847,0,35,100,0,844,46,5,3
Iteration 0,193.34225510497998,0,36,100,0,845,45,5,3
Iteration 0,193.38551933813997,0,36,100,0,846,45,5,3
Iteration 0,193.43610114339063,0,36,100,1,845,45,5,3
Iteration 0,193.4419625880791,0,36,100,2,844,45,5,3
Iteration 0,193.44808880474707,0,35,100,1,844,46,5,3
Iteration 0,193.44816145729348,1,36,99,1,844,46,5,3
Iteration 0,193.44927332246783,0,35,100,1,844,46,5,3
Iteration 0,193.46045728331742,1,36,99,1,844,46,5,3
Iteration 0,193.46189096795328,0,35,100,1,844,46,5,3
Iteration 0,193.48179383366997,1,36,99,1,844,46,5,3
Iteration 0,193.48550647960073,0,35,100,1,844,46,5,3
Iteration 0,193.48756588448452,0,35,100,2,843,46,5,3
Iteration 0,193.49693023508914,0,34,100,1,843,47,5,3
Iteration 0,193.4980526629238,0,33,100,0,843,48,5,3
Iteration 0,193.5008267944654,0,33,100,0,844,48,5,3
Iteration 0,193.50398769499873,0,34,100,0,844,48,5,3
Iteration 0,193.50433520754797,0,34,100,0,843,48,5,3
Iteration 0,193.51208217094066,1,35,99,0,843,48,5,3
Iteration 0,193.5141569565453,1,36,99,0,844,47,5,3
Iteration 0,193.52583835997027,0,35,100,0,844,47,5,3
Iteration 0,193.53168361060128,0,35,100,0,843,47,5,3
Iteration 0,193.5594954806957,0,35,100,0,842,47,5,3
Iteration 0,193.58063911895414,0,35,100,1,841,47,5,3
Iteration 0,193.58309844949295,0,34,100,0,841,48,5,3
Iteration 0,193.58940877946247,1,35,99,0,841,48,5,3
Iteration 0,193.5915771481058,0,34,100,0,841,48,5,3
Iteration 0,193.59401541030996,0,33,100,0,841,48,5,3
Iteration 0,193.6023975042582,0,33,100,0,840,48,5,3
Iteration 0,193.61718107603403,1,34,99,0,840,48,5,3
Iteration 0,193.6199659398654,0,33,100,0,840,48,5,3
Iteration 0,193.62035130103723,0,33,100,1,839,48,5,3
Iteration 0,193.63692616451212,1,34,99,1,839,48,5,3
Iteration 0,193.64130119295731,0,33,100,1,839,48,5,3
Iteration 0,193.6441070920159,0,33,100,1,838,48,5,3
Iteration 0,193.649350230156,1,34,99,1,838,48,5,3
Iteration 0,193.6534681654443,0,33,100,1,838,48,5,3
Iteration 0,193.67973105745358,0,33,100,2,837,48,5,3
Iteration 0,193.68449496038588,0,33,100,3,836,48,5,3
Iteration 0,193.6912475136334,0,33,100,4,835,48,5,3
Iteration 0,193.69615510752107,1,33,100,4,835,48,5,3
Iteration 0,193.6967663308588,1,32,100,3,835,49,5,3
Iteration 0,193.69712180004075,1,31,100,2,835,50,5,3
Iteration 0,193.69728205750874,0,30,101,2,835,50,5,3
Iteration 0,193.69959402903902,0,30,101,2,836,50,5,3
Iteration 0,193.73290633668273,1,31,100,2,836,50,5,3
Iteration 0,193.73798080366143,1,30,100,1,836,51,5,3
Iteration 0,193.7394658328465,0,29,101,1,836,51,5,3
Iteration 0,193.7491252184596,0,28,101,0,836,52,5,3
Iteration 0,193.75428082362615,0,28,101,0,837,52,5,3
Iteration 0,193.77196479355194,0,28,101,1,836,52,5,3
Iteration 0,193.81732881652013,0,28,101,2,835,52,5,3
Iteration 0,193.8401534800955,0,27,101,1,835,53,5,3
Iteration 0,193.84684006112138,0,27,101,1,836,53,5,3
Iteration 0,193.85976036046156,0,26,101,0,836,54,5,3
Iteration 0,193.8737196554698,0,26,101,0,835,54,5,3
Iteration 0,193.87664482318718,0,27,101,0,836,53,5,3
Iteration 0,193.90198115095498,0,27,101,0,835,53,5,3
Iteration 0,193.92715687265044,0,27,101,0,836,53,5,3
Iteration 0,193.9406800642315,0,27,101,0,837,53,5,3
Iteration 0,193.95095933706142,0,28,101,0,838,52,5,3
Iteration 0,193.9731786356431,0,28,101,0,839,52,5,3
Iteration 0,193.98749086006728,0,28,101,1,838,52,5,3
Iteration 0,193.99582656606967,1,29,100,1,838,52,5,3
Iteration 0,193.99619113828157,0,28,101,1,838,52,5,3
Iteration 0,194.01565609402525,0,28,101,1,837,52,5,3
Iteration 0,194.03322880679713,1,29,100,1,837,52,5,3
Iteration 0,194.03400067882242,0,28,101,1,837,52,5,3
Iteration 0,194.03662702059196,0,28,101,1,838,52,5,3
Iteration 0,194.05695021059296,0,28,101,1,837,52,5,3
Iteration 0,194.08508717670577,0,27,101,0,837,53,5,3
Iteration 0,194.09163241706835,0,28,101,0,837,53,5,3
Iteration 0,194.09231496302218,1,29,100,0,837,53,5,3
Iteration 0,194.0933301585218,0,28,101,0,837,53,5,3
Iteration 0,194.10479836608445,0,29,101,0,838,52,5,3
Iteration 0,194.1065854141064,0,29,101,0,837,52,5,3
Iteration 0,194.13075424942923,0,30,101,0,838,51,5,3
Iteration 0,194.13856150465028,0,30,101,1,837,51,5,3
Iteration 0,194.15219469237556,1,31,100,1,837,51,5,3
Iteration 0,194.1557089152793,0,30,101,1,837,51,5,3
Iteration 0,194.1856337770039,0,31,101,1,838,50,5,3
Iteration 0,194.25527637883516,0,31,100,1,838,50,5,3
Iteration 0,194.28579958197054,0,32,100,1,839,49,5,3
Iteration 0,194.28906015667482,0,31,100,0,839,50,5,3
Iteration 0,194.29787453589424,0,32,100,0,840,49,5,3
Iteration 0,194.3048883429631,0,32,100,0,840,48,5,3
Iteration 0,194.3141586911924,0,32,100,0,841,48,5,3
Iteration 0,194.3308297819304,1,32,100,0,841,48,5,3
Iteration 0,194.33159223303971,0,31,101,0,841,48,5,3
Iteration 0,194.3335277537234,1,32,100,0,841,48,5,3
Iteration 0,194.34730103987684,0,31,101,0,841,48,5,3
Iteration 0,194.35951407139086,0,32,101,1,841,47,5,3
Iteration 0,194.37213904227863,0,32,101,2,840,47,5,3
Iteration 0,194.37759618055767,1,32,101,2,840,47,5,3
Iteration 0,194.37988704517994,0,31,102,2,840,47,5,3
Iteration 0,194.40025758511703,1,32,101,2,840,47,5,3
Iteration 0,194.4008208795789,0,31,102,2,840,47,5,3
Iteration 0,194.4051468828945,0,31,102,2,839,47,5,3
Iteration 0,194.40773435510786,1,32,101,2,839,47,5,3
Iteration 0,194.41640908892387,0,31,102,2,839,47,5,3
Iteration 0,194.42777318852947,1,32,101,2,839,47,5,3
Iteration 0,194.43607047656104,0,31,102,2,839,47,5,3
Iteration 0,194.4361988490084,1,32,101,2,839,47,5,3
Iteration 0,194.44388803009147,1,32,101,2,840,47,5,3
Iteration 0,194.44845523464048,0,31,102,2,840,47,5,3
Iteration 0,194.46450637791537,0,31,102,2,839,47,5,3
Iteration 0,194.4770734825846,0,31,102,2,838,47,5,3
Iteration 0,194.4817795617595,1,31,102,2,838,47,5,3
Iteration 0,194.48327813721335,1,32,102,2,838,47,5,3
Iteration 0,194.4861383724511,0,31,103,2,838,47,5,3
Iteration 0,194.4912068333439,0,31,103,2,839,47,5,3
Iteration 0,194.5207144312791,1,31,103,2,839,47,5,3
Iteration 0,194.52273656149742,0,30,104,2,839,47,5,3
Iteration 0,194.55441221342832,0,30,104,3,838,47,5,3
Iteration 0,194.56060886577447,0,31,104,3,839,46,5,3
Iteration 0,194.57649221406604,0,32,104,3,840,45,5,3
Iteration 0,194.598043471998,0,31,104,2,840,46,5,3
Iteration 0,194.61188671178243,0,31,104,2,839,46,5,3
Iteration 0,194.6126760428709,0,31,104,2,838,46,5,3
Iteration 0,194.61624337143093,0,31,104,3,837,46,5,3
Iteration 0,194.62643449829096,0,31,104,4,836,46,5,3
Iteration 0,194.6294077438209,0,31,104,4,837,46,5,3
Iteration 0,194.64925413955606,0,30,104,3,837,47,5,3
Iteration 0,194.6527552464286,0,30,104,4,836,47,5,3
Iteration 0,194.65584793665923,0,29,104,3,836,48,5,3
Iteration 0,194.65648536160177,0,30,104,3,837,47,5,3
Iteration 0,194.6617971006122,0,29,104,2,837,48,5,3
Iteration 0,194.67399215257691,0,29,104,2,838,48,5,3
Iteration 0,194.68205054557052,0,28,104,1,838,49,5,3
Iteration 0,194.68355962848338,0,28,104,1,837,49,5,3
Iteration 0,194.68620812126085,1,29,103,1,837,49,5,3
Iteration 0,194.69477525906396,1,28,103,0,837,50,5,3
Iteration 0,194.696633507659,1,28,103,0,837,49,5,3
Iteration 0,194.7030544974452,0,27,104,0,837,49,5,3
Iteration 0,194.71287102611578,0,27,104,0,838,49,5,3
Iteration 0,194.7158706747852,0,27,104,1,837,49,5,3
Iteration 0,194.71860441903786,0,28,104,1,838,48,5,3
Iteration 0,194.72423256467266,0,28,103,1,838,48,5,3
Iteration 0,194.74776302821198,0,28,103,1,839,48,5,3
Iteration 0,194.76973651982595,0,28,103,2,838,48,5,3
Iteration 0,194.78279104230583,0,28,103,2,837,48,5,3
Iteration 0,194.78531495623415,1,28,103,2,837,48,5,3
Iteration 0,194.78614715428165,1,28,103,2,838,48,5,3
Iteration 0,194.79022917295617,0,27,104,2,838,48,5,3
Iteration 0,194.7921595668508,0,26,104,1,838,49,5,3
Iteration 0,194.8034192142251,1,27,103,1,838,49,5,3
Iteration 0,194.80433273993913,1,28,103,1,838,49,5,3
Iteration 0,194.80441979823772,0,27,104,1,838,49,5,3
Iteration 0,194.81768357980903,0,27,104,1,837,49,5,3
Iteration 0,194.82425090465398,0,27,104,1,838,49,5,3
Iteration 0,194.82500642685193,0,26,104,1,838,49,5,3
Iteration 0,194.82963038527674,0,27,104,1,839,48,5,3
Iteration 0,194.83992160819,1,28,103,1,839,48,5,3
Iteration 0,194.84195258201288,0,27,104,1,839,48,5,3
Iteration 0,194.87008967852785,0,27,104,2,838,48,5,3
Iteration 0,194.8819897986648,0,27,104,2,839,48,5,3
Iteration 0,194.8929010552053,0,26,104,1,839,49,5,3
Iteration 0,194.9227894861681,0,26,104,1,838,49,5,3
Iteration 0,194.93455187353382,0,27,104,1,839,48,5,3
Iteration 0,194.99406434933277,0,27,104,1,840,48,5,3
