Iteration_Identifier,time,HSFA1,HSPR,C_HSFA1_HSPR,MMP,FMP,C_HSPR_MMP,HSFA2,HSFB
Iteration 0,90.5665263082164,0,39,74,0,608,17,0,2
Iteration 0,90.57351596602226,0,39,74,0,609,17,0,2
Iteration 0,90.63967440926386,0,39,74,0,610,17,0,2
Iteration 0,90.6423010775409,0,39,74,0,609,17,0,2
Iteration 0,90.70420676204404,1,40,73,0,609,17,0,2
Iteration 0,90.70452893762032,0,39,74,0,609,17,0,2
Iteration 0,90.73698615327642,1,40,73,0,609,17,0,2
Iteration 0,90.74131379544181,0,39,74,0,609,17,0,2
Iteration 0,90.75481273282689,0,39,74,0,610,17,0,2
Iteration 0,90.75577108165383,0,39,74,0,609,17,0,2
Iteration 0,90.75795161911263,1,40,73,0,609,17,0,2
Iteration 0,90.75858687604298,0,39,74,0,609,17,0,2
Iteration 0,90.8046058596545,0,39,74,0,610,17,0,2
Iteration 0,90.83716970210908,0,39,74,0,609,17,0,2
Iteration 0,90.87570460234755,0,39,74,0,610,17,0,2
Iteration 0,90.88277580266367,0,40,74,0,611,16,0,2
Iteration 0,90.92983189631379,0,41,74,0,612,15,0,2
Iteration 0,90.93681100393952,0,41,74,0,613,15,0,2
Iteration 0,90.96513106644905,0,41,74,0,612,15,0,2
Iteration 0,91.0491639864079,0,41,74,0,613,15,0,2
Iteration 0,91.09805601389887,1,42,73,0,613,15,0,2
Iteration 0,91.10156441399916,0,41,74,0,613,15,0,2
Iteration 0,91.13717267554271,0,41,74,0,612,15,0,2
Iteration 0,91.15406134447677,0,41,74,0,613,15,0,2
Iteration 0,91.1619455465684,0,41,74,1,612,15,0,2
Iteration 0,91.19781529448032,0,41,74,1,611,15,0,2
Iteration 0,91.19848428286166,0,40,74,0,611,16,0,2
Iteration 0,91.20324910427301,0,40,73,0,611,16,0,2
Iteration 0,91.27142976757017,0,40,73,0,610,16,0,2
Iteration 0,91.27837372269387,0,40,73,0,609,16,0,2
Iteration 0,91.28002316177418,0,41,73,0,610,15,0,2
Iteration 0,91.31535736805156,0,41,73,0,611,15,0,2
Iteration 0,91.34725376371058,0,41,73,1,610,15,0,2
Iteration 0,91.36439400284934,0,41,73,1,611,15,0,2
Iteration 0,91.3673280479506,0,41,73,1,610,15,0,2
Iteration 0,91.37228322987957,0,40,73,0,610,16,0,2
Iteration 0,91.37473431748583,0,40,73,0,611,16,0,2
Iteration 0,91.3754690419353,1,41,72,0,611,16,0,2
Iteration 0,91.37588959111858,0,40,73,0,611,16,0,2
Iteration 0,91.48381459355404,0,40,73,0,610,16,0,2
Iteration 0,91.50683582970355,0,40,73,0,611,16,0,2
Iteration 0,91.53816629884192,0,41,73,0,612,15,0,2
Iteration 0,91.5469141179025,1,42,72,0,612,15,0,2
Iteration 0,91.55039891093783,0,41,73,0,612,15,0,2
Iteration 0,91.55299739376174,0,41,73,0,613,15,0,2
Iteration 0,91.58012442765776,0,41,73,1,612,15,0,2
Iteration 0,91.61481644616255,0,40,73,0,612,16,0,2
Iteration 0,91.61927875458007,1,41,72,0,612,16,0,2
Iteration 0,91.62382970440605,0,40,73,0,612,16,0,2
Iteration 0,91.64390504651801,0,40,73,0,611,16,0,2
Iteration 0,91.69110469182478,0,40,73,0,612,16,0,2
Iteration 0,91.70074050814131,0,40,73,0,613,16,0,2
Iteration 0,91.71106342822091,0,40,73,0,614,16,0,2
Iteration 0,91.72893357416174,1,41,72,0,614,16,0,2
Iteration 0,91.72946051622985,0,40,73,0,614,16,0,2
Iteration 0,91.76210518620523,0,40,73,0,613,16,0,2
Iteration 0,91.86311890240671,0,40,73,0,614,16,0,2
Iteration 0,91.88350909955861,0,40,73,0,615,16,0,2
Iteration 0,91.90685180719512,0,40,73,1,614,16,0,2
Iteration 0,91.93962479159829,1,41,72,1,614,16,0,2
Iteration 0,91.94486768994712,0,40,73,1,614,16,0,2
Iteration 0,91.94630767884944,0,40,73,2,613,16,0,2
Iteration 0,91.96310513953951,0,40,73,2,614,16,0,2
Iteration 0,91.98850333577033,1,41,72,2,614,16,0,2
Iteration 0,91.98978489620487,0,40,73,2,614,16,0,2
Iteration 0,91.99733244509261,0,39,73,1,614,17,0,2
Iteration 0,92.03241789118222,0,39,73,2,613,17,0,2
Iteration 0,92.0611225533302,0,40,73,2,614,16,0,2
Iteration 0,92.06750564358983,0,39,73,1,614,17,0,2
Iteration 0,92.06944839247157,0,39,73,2,613,17,0,2
Iteration 0,92.07040289155684,0,39,73,2,614,17,0,2
Iteration 0,92.1109394805721,0,38,73,1,614,18,0,2
Iteration 0,92.13167000310729,1,39,72,1,614,18,0,2
Iteration 0,92.13610062777668,1,40,72,1,614,18,0,2
Iteration 0,92.13648122152586,1,41,72,1,614,18,0,2
Iteration 0,92.13738573944052,0,40,73,1,614,18,0,2
Iteration 0,92.15861237012685,0,41,73,2,614,17,0,2
Iteration 0,92.16929908818832,0,40,73,1,614,18,0,2
Iteration 0,92.17436690646184,0,41,73,2,614,17,0,2
Iteration 0,92.18519128010703,0,40,73,1,614,18,0,2
Iteration 0,92.20152327299881,0,41,73,1,615,17,0,2
Iteration 0,92.2049858099275,0,41,73,1,614,17,0,2
Iteration 0,92.23676559759086,0,40,73,0,614,18,0,2
Iteration 0,92.31137782796606,0,40,73,0,613,18,0,2
Iteration 0,92.33317911132744,0,40,73,0,614,18,0,2
Iteration 0,92.35613138878719,1,41,72,0,614,18,0,2
Iteration 0,92.35733626032123,0,40,73,0,614,18,0,2
Iteration 0,92.35948230839324,0,40,73,0,615,18,0,2
Iteration 0,92.36168604371622,1,41,72,0,615,18,0,2
Iteration 0,92.36177843218802,0,40,73,0,615,18,0,2
Iteration 0,92.3920606077183,0,40,73,0,616,18,0,2
Iteration 0,92.40836734689226,0,41,73,0,617,17,0,2
Iteration 0,92.46712715824877,1,42,72,0,617,17,0,2
Iteration 0,92.46903335488248,0,41,73,0,617,17,0,2
Iteration 0,92.53112609771034,1,42,72,0,617,17,0,2
Iteration 0,92.53163562243226,1,42,72,0,617,17,0,3
Iteration 0,92.53573987095936,0,41,73,0,617,17,0,3
Iteration 0,92.57012502803074,0,42,73,0,618,16,0,3
Iteration 0,92.57353999103046,0,42,73,1,617,16,0,3
Iteration 0,92.57572808305058,0,43,73,1,618,15,0,3
Iteration 0,92.59648162513336,0,43,73,1,619,15,0,3
Iteration 0,92.61981132398505,0,43,73,2,618,15,0,3
Iteration 0,92.63097220890694,0,42,73,1,618,16,0,3
Iteration 0,92.63274495269394,0,42,73,1,617,16,0,3
Iteration 0,92.64598586429729,0,42,73,1,616,16,0,3
Iteration 0,92.64659518691526,0,42,73,1,617,16,0,3
Iteration 0,92.64937451500572,0,42,73,1,618,16,0,3
Iteration 0,92.67402428401455,0,42,73,2,617,16,0,3
Iteration 0,92.67597646509041,0,41,73,1,617,17,0,3
Iteration 0,92.67823242380632,1,42,72,1,617,17,0,3
Iteration 0,92.68081916066204,0,41,73,1,617,17,0,3
Iteration 0,92.68206760616773,0,40,73,0,617,18,0,3
Iteration 0,92.71895667102821,1,41,72,0,617,18,0,3
Iteration 0,92.71896634422586,0,40,73,0,617,18,0,3
Iteration 0,92.75085837212478,0,40,73,0,618,18,0,3
Iteration 0,92.77385058245967,0,40,72,0,618,18,0,3
Iteration 0,92.84320722280714,0,41,72,0,619,17,0,3
Iteration 0,92.85977582237349,1,42,71,0,619,17,0,3
Iteration 0,92.86097160852898,0,41,72,0,619,17,0,3
Iteration 0,92.88741136183398,0,41,72,0,618,17,0,3
Iteration 0,92.90820866178035,1,42,71,0,618,17,0,3
Iteration 0,92.91191082404333,0,41,72,0,618,17,0,3
Iteration 0,92.91528254020633,0,41,72,0,619,17,0,3
Iteration 0,92.9169407132176,0,41,72,0,620,17,0,3
Iteration 0,92.94878830370682,0,42,72,0,621,16,0,3
Iteration 0,92.99094748004234,0,42,72,0,620,16,0,3
Iteration 0,93.00117192052141,0,42,72,0,621,16,0,3
Iteration 0,93.01149120793117,0,42,72,0,622,16,0,3
Iteration 0,93.0117429129962,0,43,72,0,623,15,0,3
Iteration 0,93.04634602611884,1,44,71,0,623,15,0,3
Iteration 0,93.05190880559563,0,43,72,0,623,15,0,3
Iteration 0,93.10077338813883,0,43,72,1,622,15,0,3
Iteration 0,93.11293279799604,0,42,72,0,622,16,0,3
Iteration 0,93.14407080514711,0,42,72,0,621,16,0,3
Iteration 0,93.14671798949401,0,42,72,1,620,16,0,3
Iteration 0,93.20989555353573,0,41,72,0,620,17,0,3
Iteration 0,93.21018718339988,0,41,72,0,621,17,0,3
Iteration 0,93.21419409230587,0,41,72,1,620,17,0,3
Iteration 0,93.23214804780241,0,40,72,0,620,18,0,3
Iteration 0,93.2703296621705,1,41,71,0,620,18,0,3
Iteration 0,93.2727617749904,0,40,72,0,620,18,0,3
Iteration 0,93.28076940330304,0,40,72,0,621,18,0,3
Iteration 0,93.30063904215793,0,40,72,1,620,18,0,3
Iteration 0,93.30413971562365,0,40,72,1,621,18,0,3
Iteration 0,93.30708140075805,0,39,72,0,621,19,0,3
Iteration 0,93.31685601562675,0,39,71,0,621,19,0,3
Iteration 0,93.32857874430705,0,39,71,1,620,19,0,3
Iteration 0,93.34409187803432,0,40,71,1,621,18,0,3
Iteration 0,93.34835697958904,0,40,71,1,622,18,0,3
Iteration 0,93.34886382502324,1,41,70,1,622,18,0,3
Iteration 0,93.3489804217847,0,40,71,1,622,18,0,3
Iteration 0,93.3508166273712,0,40,71,2,621,18,0,3
Iteration 0,93.37221734853458,0,40,71,2,622,18,0,3
Iteration 0,93.38995458922301,0,39,71,1,622,19,0,3
Iteration 0,93.3966088208791,0,39,71,2,621,19,0,3
Iteration 0,93.39711753045287,0,39,71,2,622,19,0,3
Iteration 0,93.41193281026426,0,39,71,2,621,19,0,3
Iteration 0,93.4132944513329,0,39,71,2,622,19,0,3
Iteration 0,93.45376559725949,1,40,70,2,622,19,0,3
Iteration 0,93.45723218126597,0,39,71,2,622,19,0,3
Iteration 0,93.46936199984376,0,39,71,3,621,19,0,3
Iteration 0,93.47262374310826,0,38,71,2,621,20,0,3
Iteration 0,93.47471662592888,0,37,71,1,621,21,0,3
Iteration 0,93.48108470892475,0,36,71,0,621,22,0,3
Iteration 0,93.50044490234248,1,37,70,0,621,22,0,3
Iteration 0,93.50064617919162,0,36,71,0,621,22,0,3
Iteration 0,93.58236468021462,0,37,71,0,622,21,0,3
Iteration 0,93.62520118051211,1,38,70,0,622,21,0,3
Iteration 0,93.62698827932803,0,37,71,0,622,21,0,3
Iteration 0,93.62901064836151,0,37,71,0,623,21,0,3
Iteration 0,93.6810492266223,0,38,71,0,624,20,0,3
Iteration 0,93.69369576901366,1,39,70,0,624,20,0,3
Iteration 0,93.69651526587339,0,38,71,0,624,20,0,3
Iteration 0,93.71469736894859,0,38,71,0,625,20,0,3
Iteration 0,93.73555968772884,1,39,70,0,625,20,0,3
Iteration 0,93.7362184172587,0,38,71,0,625,20,0,3
Iteration 0,93.75650108800741,0,38,71,0,626,20,0,3
Iteration 0,93.77758403945377,0,38,71,0,627,20,0,3
Iteration 0,93.80172062847414,1,39,70,0,627,20,0,3
Iteration 0,93.80972748426288,0,38,71,0,627,20,0,3
Iteration 0,93.82396323104722,0,38,71,1,626,20,0,3
Iteration 0,93.82627275363554,0,38,71,1,627,20,0,3
Iteration 0,93.84394821494823,1,39,70,1,627,20,0,3
Iteration 0,93.85386173404392,0,38,71,1,627,20,0,3
Iteration 0,93.85914768690158,0,37,71,0,627,21,0,3
Iteration 0,93.9252857176766,0,37,71,0,628,21,0,3
Iteration 0,93.94437455554132,0,37,71,0,627,21,0,3
Iteration 0,93.95736858642006,0,38,71,0,628,20,0,3
Iteration 0,93.98940360905253,1,39,70,0,628,20,0,3
Iteration 0,93.98968847430415,1,40,70,0,628,20,0,3
Iteration 0,93.99412710472183,0,39,71,0,628,20,0,3
Iteration 0,94.01761615045226,0,39,71,0,629,20,0,3
Iteration 0,94.03965171976914,0,39,71,0,630,20,0,3
Iteration 0,94.04472362202868,0,39,71,1,629,20,0,3
Iteration 0,94.05212697970576,0,39,71,1,628,20,0,3
Iteration 0,94.07812109933633,0,39,71,1,629,20,0,3
Iteration 0,94.08027316801383,0,39,71,1,630,20,0,3
Iteration 0,94.14426809699461,0,39,71,1,629,20,0,3
Iteration 0,94.16024328035898,0,39,71,2,628,20,0,3
Iteration 0,94.16832191994416,0,39,71,2,627,20,0,3
Iteration 0,94.18406706412338,0,38,71,1,627,21,0,3
Iteration 0,94.2096622998658,0,38,71,2,626,21,0,3
Iteration 0,94.21202669103147,1,39,70,2,626,21,0,3
Iteration 0,94.2161149820561,0,38,71,2,626,21,0,3
Iteration 0,94.22931902196692,0,38,71,2,625,21,0,3
Iteration 0,94.23629891848414,0,37,71,1,625,22,0,3
Iteration 0,94.25612082616118,0,36,71,0,625,23,0,3
Iteration 0,94.30307856176168,0,36,71,0,626,23,0,3
Iteration 0,94.32970519028642,0,36,71,0,625,23,0,3
Iteration 0,94.38260703186467,0,36,71,0,626,23,0,3
Iteration 0,94.38586911766015,0,36,71,0,625,23,0,3
Iteration 0,94.38815546834948,0,36,71,0,626,23,0,3
Iteration 0,94.3882645367785,0,36,71,0,625,23,0,3
Iteration 0,94.39127841352871,0,36,71,0,626,23,0,3
Iteration 0,94.39304848321194,1,37,70,0,626,23,0,3
Iteration 0,94.3970004944129,0,36,71,0,626,23,0,3
Iteration 0,94.40890065626398,0,36,71,0,627,23,0,3
Iteration 0,94.41418679524496,1,37,70,0,627,23,0,3
Iteration 0,94.4244070950387,0,36,71,0,627,23,0,3
Iteration 0,94.43360089343206,0,36,71,0,628,23,0,3
Iteration 0,94.43698852966968,1,37,70,0,628,23,0,3
Iteration 0,94.44047213146591,0,36,71,0,628,23,0,3
Iteration 0,94.46432496077111,1,36,71,0,628,23,0,3
Iteration 0,94.46685457413741,0,35,72,0,628,23,0,3
Iteration 0,94.47703150450141,0,35,72,0,629,23,0,3
Iteration 0,94.53087650404396,1,36,71,0,629,23,0,3
Iteration 0,94.53763505723886,0,35,72,0,629,23,0,3
Iteration 0,94.53867744579073,0,35,72,0,630,23,0,3
Iteration 0,94.57629585625962,1,36,71,0,630,23,0,3
Iteration 0,94.57726761191647,0,35,72,0,630,23,0,3
Iteration 0,94.64484180102248,0,35,72,1,629,23,0,3
Iteration 0,94.6605381618188,0,35,72,2,628,23,0,3
Iteration 0,94.67930129167343,1,36,71,2,628,23,0,3
Iteration 0,94.68129961724894,0,35,72,2,628,23,0,3
Iteration 0,94.68568586952556,0,35,72,3,627,23,0,3
Iteration 0,94.69688946549955,0,34,72,2,627,24,0,3
Iteration 0,94.733775689949,0,33,72,1,627,25,0,3
Iteration 0,94.74027568150568,0,33,72,1,628,25,0,3
Iteration 0,94.74667261799898,0,32,72,0,628,26,0,3
Iteration 0,94.77070996417226,0,32,72,0,629,26,0,3
Iteration 0,94.78678872126734,0,32,72,0,628,26,0,3
Iteration 0,94.8163755562609,0,32,72,1,627,26,0,3
Iteration 0,94.82392644210773,0,31,72,0,627,27,0,3
Iteration 0,94.86970154518669,0,31,72,0,628,27,0,3
Iteration 0,94.89378732530616,0,31,72,1,627,27,0,3
Iteration 0,94.93591695642894,0,31,72,2,626,27,0,3
Iteration 0,94.94095224618336,1,32,71,2,626,27,0,3
Iteration 0,94.9429866075102,0,31,72,2,626,27,0,3
Iteration 0,94.94400075349971,0,30,72,1,626,28,0,3
Iteration 0,94.95464107119642,0,29,72,0,626,29,0,3
Iteration 0,94.96672552068932,0,29,72,0,627,29,0,3
Iteration 0,94.99461503525754,0,29,72,1,626,29,0,3
Iteration 0,94.99942671518937,1,30,71,1,626,29,0,3
Iteration 0,95.00037201153822,2,31,70,1,626,29,0,3
Iteration 0,95.00164574413054,1,30,71,1,626,29,0,3
Iteration 0,95.00299677509616,0,29,72,1,626,29,0,3
Iteration 0,95.00556534196961,0,29,72,1,626,28,0,3
Iteration 0,95.0148115802358,0,28,72,0,626,29,0,3
Iteration 0,95.08375916245085,0,28,72,0,625,29,0,3
Iteration 0,95.13049777625147,1,29,71,0,625,29,0,3
Iteration 0,95.13075288127087,0,28,72,0,625,29,0,3
Iteration 0,95.15925127003705,1,29,71,0,625,29,0,3
Iteration 0,95.1601883508142,0,28,72,0,625,29,0,3
Iteration 0,95.18010010272967,0,28,72,0,624,29,0,3
Iteration 0,95.22345265320857,0,27,72,0,624,29,0,3
Iteration 0,95.24012454707156,0,27,72,1,623,29,0,3
Iteration 0,95.24464127681613,1,28,71,1,623,29,0,3
Iteration 0,95.25139328899353,0,27,72,1,623,29,0,3
Iteration 0,95.27003173356631,0,28,72,1,624,28,0,3
Iteration 0,95.31178681789477,0,27,72,0,624,29,0,3
Iteration 0,95.32947948693868,0,27,72,1,623,29,0,3
Iteration 0,95.38935260300674,0,28,72,1,624,28,0,3
Iteration 0,95.4115416016812,0,28,72,2,623,28,0,3
Iteration 0,95.42950396597637,0,28,72,2,624,28,0,3
Iteration 0,95.45148845362765,0,27,72,1,624,29,0,3
Iteration 0,95.45400902929423,0,27,72,2,623,29,0,3
Iteration 0,95.47200216875576,0,26,72,1,623,30,0,3
Iteration 0,95.48482738603106,0,27,72,1,624,29,0,3
Iteration 0,95.48949243217105,0,26,72,0,624,30,0,3
Iteration 0,95.49225705720502,0,26,72,1,623,30,0,3
Iteration 0,95.50844204562519,0,26,72,2,622,30,0,3
Iteration 0,95.54562432165577,0,25,72,1,622,31,0,3
Iteration 0,95.55474956129748,0,25,72,2,621,31,0,3
Iteration 0,95.56197137521707,0,24,72,1,621,32,0,3
Iteration 0,95.56210340055867,0,23,72,0,621,33,0,3
Iteration 0,95.57080218898483,0,23,72,1,620,33,0,3
Iteration 0,95.61214250046272,0,23,72,1,621,33,0,3
Iteration 0,95.63881086675369,0,23,72,1,620,33,0,3
Iteration 0,95.64441408422552,0,22,72,0,620,34,0,3
Iteration 0,95.66998227658307,0,22,72,0,619,34,0,3
Iteration 0,95.77279872754681,0,22,72,0,620,34,0,3
Iteration 0,95.78032183832508,1,23,71,0,620,34,0,3
Iteration 0,95.78067051628855,0,22,72,0,620,34,0,3
Iteration 0,95.7957725543825,0,22,72,1,619,34,0,3
Iteration 0,95.81160685901433,0,23,72,1,620,33,0,3
Iteration 0,95.8731801347671,0,23,72,1,621,33,0,3
Iteration 0,95.89127053365006,0,23,72,1,622,33,0,3
Iteration 0,95.90966395346341,0,22,72,0,622,34,0,3
Iteration 0,95.98040268034345,1,23,71,0,622,34,0,3
Iteration 0,95.9826909982524,0,22,72,0,622,34,0,3
Iteration 0,95.9873676275998,0,22,72,0,623,34,0,3
Iteration 0,95.99666485510238,0,22,72,0,624,34,0,3
Iteration 0,96.0015207220821,0,22,72,0,623,34,0,3
Iteration 0,96.02605530807632,0,23,72,0,624,33,0,3
Iteration 0,96.0407721117772,1,24,71,0,624,33,0,3
Iteration 0,96.04428564627447,0,23,72,0,624,33,0,3
Iteration 0,96.09360165489012,0,23,72,1,623,33,0,3
Iteration 0,96.11102587561892,0,23,72,1,622,33,0,3
Iteration 0,96.13369788606431,0,24,72,1,623,32,0,3
Iteration 0,96.14135323964359,0,24,72,2,622,32,0,3
Iteration 0,96.15729485015511,0,25,72,2,623,31,0,3
Iteration 0,96.165068203024,1,26,71,2,623,31,0,3
Iteration 0,96.1696606552203,0,25,72,2,623,31,0,3
Iteration 0,96.18295671485897,0,25,72,2,622,31,0,3
Iteration 0,96.20363766296144,0,26,72,2,623,30,0,3
Iteration 0,96.20845333901943,0,27,72,2,624,29,0,3
Iteration 0,96.22729296274159,0,28,72,2,625,28,0,3
Iteration 0,96.25411901340311,0,28,72,2,626,28,0,3
Iteration 0,96.2622514947643,1,29,71,2,626,28,0,3
Iteration 0,96.26651901129291,1,30,71,2,626,28,0,3
Iteration 0,96.26686000381923,0,29,72,2,626,28,0,3
Iteration 0,96.27363578795111,1,30,71,2,626,28,0,3
Iteration 0,96.27415616503336,1,31,71,2,627,27,0,3
Iteration 0,96.27570843262876,0,30,72,2,627,27,0,3
Iteration 0,96.28529701336096,0,31,72,2,628,26,0,3
Iteration 0,96.29622803640159,0,31,72,3,627,26,0,3
Iteration 0,96.31423975260472,0,31,72,4,626,26,0,3
Iteration 0,96.33013835003909,0,30,72,3,626,27,0,3
Iteration 0,96.35358600495876,0,30,72,3,625,27,0,3
Iteration 0,96.36828843737946,0,29,72,2,625,28,0,3
Iteration 0,96.37445631310928,0,29,72,2,626,28,0,3
Iteration 0,96.38394210355179,0,29,72,2,627,28,0,3
Iteration 0,96.38496782433161,0,29,72,2,628,28,0,3
Iteration 0,96.393041804308,0,28,72,1,628,29,0,3
Iteration 0,96.43788306476915,0,27,72,0,628,30,0,3
Iteration 0,96.45917083841952,0,27,72,0,627,30,0,3
Iteration 0,96.47517091420193,0,28,72,0,628,29,0,3
Iteration 0,96.54304421744347,0,28,72,0,627,29,0,3
Iteration 0,96.54316466494413,0,28,72,0,627,28,0,3
Iteration 0,96.55615428359847,0,28,72,1,626,28,0,3
Iteration 0,96.57162934435478,0,28,72,2,625,28,0,3
Iteration 0,96.57805697814408,1,29,71,2,625,28,0,3
Iteration 0,96.57988135400346,1,28,71,1,625,29,0,3
Iteration 0,96.57988793059663,0,27,72,1,625,29,0,3
Iteration 0,96.6080309824891,0,26,72,0,625,30,0,3
Iteration 0,96.61269950098202,0,26,72,0,624,30,0,3
Iteration 0,96.62051545201054,0,26,72,0,625,30,0,3
Iteration 0,96.62440477054545,0,26,72,0,626,30,0,3
Iteration 0,96.63534496620038,0,26,72,0,627,30,0,3
Iteration 0,96.64214583017626,1,27,71,0,627,30,0,3
Iteration 0,96.64561061197537,0,26,72,0,627,30,0,3
Iteration 0,96.655032924559,0,26,72,0,626,30,0,3
Iteration 0,96.73141841648439,1,27,71,0,626,30,0,3
Iteration 0,96.73442735253829,0,26,72,0,626,30,0,3
Iteration 0,96.80951202817864,0,26,72,0,627,30,0,3
Iteration 0,96.81536286744411,1,27,71,0,627,30,0,3
Iteration 0,96.82026275153346,0,26,72,0,627,30,0,3
Iteration 0,96.83313285832732,0,27,72,1,627,29,0,3
Iteration 0,96.8507265372163,0,27,72,2,626,29,0,3
Iteration 0,96.85869409856473,0,27,72,2,625,29,0,3
Iteration 0,96.87737533817989,0,26,72,1,625,30,0,3
Iteration 0,96.90624655302365,0,26,72,2,624,30,0,3
Iteration 0,96.910146742959,0,25,72,1,624,31,0,3
Iteration 0,96.9163196877462,0,25,72,1,625,31,0,3
Iteration 0,96.93605722247575,1,26,71,1,625,31,0,3
Iteration 0,96.93813639979258,0,25,72,1,625,31,0,3
Iteration 0,96.94205870521319,0,25,72,2,624,31,0,3
Iteration 0,96.97842912415075,0,24,72,1,624,32,0,3
Iteration 0,96.99250392850065,0,25,72,1,625,31,0,3
Iteration 0,96.99891113925864,0,24,72,0,625,32,0,3
Iteration 0,97.01525432668065,0,25,72,0,626,31,0,3
Iteration 0,97.03862802334983,0,25,72,0,627,31,0,3
Iteration 0,97.04007663262793,0,25,72,0,626,31,0,3
Iteration 0,97.04537965197657,0,25,72,0,627,31,0,3
Iteration 0,97.05624062998513,1,26,71,0,627,31,0,3
Iteration 0,97.05901060892899,0,25,72,0,627,31,0,3
Iteration 0,97.06021837589425,0,25,72,0,628,31,0,3
Iteration 0,97.06071652711226,0,25,72,0,627,31,0,3
Iteration 0,97.09044792085496,0,25,72,0,628,31,0,3
Iteration 0,97.09885621786935,0,26,72,0,629,30,0,3
Iteration 0,97.1148579593603,0,27,72,0,630,29,0,3
Iteration 0,97.14820743754076,1,28,71,0,630,29,0,3
Iteration 0,97.15126713787843,0,27,72,0,630,29,0,3
Iteration 0,97.30319369988774,0,27,72,0,631,29,0,3
Iteration 0,97.303767844365,0,28,72,0,632,28,0,3
Iteration 0,97.3049952298581,0,28,72,0,633,28,0,3
Iteration 0,97.35612713961025,0,28,72,0,634,28,0,3
Iteration 0,97.35679062329267,0,28,72,0,635,28,0,3
Iteration 0,97.38931028653043,0,28,72,0,636,28,0,3
Iteration 0,97.4229550015856,0,29,72,1,636,27,0,3
Iteration 0,97.43624473107037,0,29,72,1,637,27,0,3
Iteration 0,97.43849531692568,0,29,72,2,636,27,0,3
Iteration 0,97.49749913029747,0,29,72,2,637,27,0,3
Iteration 0,97.50101896834303,0,29,72,3,636,27,0,3
Iteration 0,97.54336198279539,1,30,71,3,636,27,0,3
Iteration 0,97.54695508582934,0,29,72,3,636,27,0,3
Iteration 0,97.55657712873877,0,29,72,3,635,27,0,3
Iteration 0,97.58177512212895,0,28,72,2,635,28,0,3
Iteration 0,97.65732304413535,0,27,72,1,635,29,0,3
Iteration 0,97.69185360740597,0,27,72,2,634,29,0,3
Iteration 0,97.70346873956231,0,27,72,2,633,29,0,3
Iteration 0,97.70735458397053,0,26,72,1,633,30,0,3
Iteration 0,97.74684050302218,0,25,72,0,633,31,0,3
Iteration 0,97.76522081489641,0,25,72,0,634,31,0,3
Iteration 0,97.77847116901023,0,25,72,0,635,31,0,3
Iteration 0,97.78256344153844,0,26,72,0,636,30,0,3
Iteration 0,97.81660097339737,0,26,72,0,637,30,0,3
Iteration 0,97.82143928456696,0,26,72,1,636,30,0,3
Iteration 0,97.82629419883115,0,27,72,1,637,29,0,3
Iteration 0,97.88810251768504,0,26,72,0,637,30,0,3
Iteration 0,97.90808174470934,0,26,72,0,638,30,0,3
Iteration 0,97.9146945275725,1,27,71,0,638,30,0,3
Iteration 0,97.91563357310751,1,28,71,0,638,30,0,3
Iteration 0,97.9164597045287,0,27,72,0,638,30,0,3
Iteration 0,97.96271625698436,0,27,72,1,637,30,0,3
Iteration 0,97.99847296896121,0,26,72,0,637,31,0,3
Iteration 0,98.0236681287798,0,26,72,0,636,31,0,3
Iteration 0,98.06085049973628,1,27,71,0,636,31,0,3
Iteration 0,98.06812022174628,0,26,72,0,636,31,0,3
Iteration 0,98.07152594660526,0,26,72,0,637,31,0,3
Iteration 0,98.14595787365958,0,26,72,0,638,31,0,3
Iteration 0,98.14676512859748,0,26,72,0,637,31,0,3
Iteration 0,98.18358292260847,0,26,72,1,636,31,0,3
Iteration 0,98.27319950937685,0,26,72,1,635,31,0,3
Iteration 0,98.31035481219222,0,26,72,1,634,31,0,3
Iteration 0,98.33485578315363,0,25,72,0,634,32,0,3
Iteration 0,98.38069522780134,0,25,72,1,633,32,0,3
Iteration 0,98.38080102558762,0,25,72,1,634,32,0,3
Iteration 0,98.38656289991347,0,24,72,0,634,33,0,3
Iteration 0,98.39962826203814,0,24,72,0,635,33,0,3
Iteration 0,98.40530160814346,0,25,72,0,636,32,0,3
Iteration 0,98.40607815540552,1,26,71,0,636,32,0,3
Iteration 0,98.40881378404953,0,25,72,0,636,32,0,3
Iteration 0,98.4145726332243,0,25,72,1,635,32,0,3
Iteration 0,98.44540032820238,0,25,72,1,636,32,0,3
Iteration 0,98.44746645556565,0,25,72,1,637,32,0,3
Iteration 0,98.45033023946601,0,24,72,0,637,33,0,3
Iteration 0,98.45392375967262,0,24,72,0,638,33,0,3
Iteration 0,98.47417341883238,0,24,72,1,637,33,0,3
Iteration 0,98.49445793742035,0,24,72,1,638,33,0,3
Iteration 0,98.50115130101436,0,24,72,1,639,33,0,3
Iteration 0,98.52615083529504,0,23,72,0,639,34,0,3
Iteration 0,98.5298153101134,1,24,71,0,639,34,0,3
Iteration 0,98.53176693211792,0,23,72,0,639,34,0,3
Iteration 0,98.63317984198575,1,24,71,0,639,34,0,3
Iteration 0,98.63348926198137,0,23,72,0,639,34,0,3
Iteration 0,98.65180884891303,0,23,72,0,638,34,0,3
Iteration 0,98.66924646129858,0,23,72,0,637,34,0,3
Iteration 0,98.67455102165094,0,23,72,0,638,34,0,3
